ct,time,alert_count,user_count1,user_avg_speed1,tempeature(K),humidity,wind speed
17031010100,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031010201,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031010202,2016-01-10 01:00:00,0,8,0.0,25.0,78,23.0
17031010300,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031010400,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031010501,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031010502,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031010503,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031010600,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031010701,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031010702,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031020100,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031020200,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031020301,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031020302,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031020400,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031020500,2016-01-10 01:00:00,0,1,0.0,25.0,78,23.0
17031020601,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031020602,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031020701,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031020702,2016-01-10 01:00:00,0,6,11.893112866900001,25.0,78,23.0
17031020801,2016-01-10 01:00:00,0,11,0.0,25.0,78,23.0
17031020802,2016-01-10 01:00:00,0,13,12.329819076400002,25.0,78,23.0
17031020901,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031020902,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031030101,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031030102,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031030103,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031030104,2016-01-10 01:00:00,0,0,0.0,25.0,78,23.0
17031030200,2016-01-10 01:00:00,0,16,3.5127786267300003,25.0,78,23.0
17031030300,2016-01-10 01:00:00,0,8,0.0,25.0,78,23.0
